SAMPID	SMATSSCR	SMCENTER	SMRIN	SMTS	SMTSD	SMUBRID	SMTSISCH	SMTSPAX	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SMAFRZE	SMGTC	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-113IC-0001-SM-5DWSI	NA	B1	NA	Blood	Whole Blood	0013756	-351	NA	BP-38890	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/10/2013	GTEx_OM25_Dec_01	01/29/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-113IC-0001-SM-DLIPU	NA	B1	NA	Blood	Whole Blood	0013756	-351	NA	BP-38890	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/10/2013	LCSET-10442	01/24/2017	PCR-Free 30x Coverage WGS v1 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-113IC-0006-SM-5NQ9C	NA	B1	8.6	Blood	Whole Blood	0013756	-351	NA	BP-38883	RNA isolation_PAXgene Blood RNA (Manual)	05/10/2013	LCSET-4906	03/22/2014	TruSeq.v1	RNASEQ		0.990953	494848	0.954345	NA	0.992398	0.75565	NA	20349	1	NA	76	NA	0.00238642	114	0	65513200	0.0451442	84043	66015100	4877550	NA	20363	32613100	NA	NA	0	0.198695	0.992398	0.749905	65513200	0.00341612	14324400	38671400	14499900	125	14496400	12761100	0.00290052	14429900	49.8851	0.00127309	0.993843	NA	0	50.3045
GTEX-113IC-0426-SM-5HL5O	0	B1	8.3	Blood Vessel	Artery - Tibial	0007610	101	1073	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	09/12/2013	LCSET-4806	03/02/2014	TruSeq.v1	RNASEQ		0.98972	310543	0.974672	NA	0.992483	0.862868	NA	21977	1	NA	76	NA	0.00222265	145	0	66330800	0.0249157	211364	66833200	7921060	NA	21991	32973700	NA	NA	0	0.111804	0.992483	0.856382	66330800	0.0034414	14196500	6140070	14324200	162	14296200	13082200	0.00283033	14407600	50.194	0.00316256	0.995247	NA	0	50.2238
GTEX-113JC-0001-SM-58Q7M	NA	B1	NA	Blood	Whole Blood	0013756	587	NA	BP-38920	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/13/2013	LCSET-4574	01/15/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-113JC-0001-SM-5DWSH	NA	B1	NA	Blood	Whole Blood	0013756	587	NA	BP-38920	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/13/2013	GTEx_OM25_Dec_01	01/29/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-113JC-0001-SM-6WBTD	NA	B1	NA	Blood	Whole Blood	0013756	587	NA	BP-38920	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/13/2013	LCSET-6056	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-113JC-0006-SM-5O997	NA	B1	7.6	Blood	Whole Blood	0013756	587	NA	BP-38943	RNA isolation_PAXgene Blood RNA (Manual)	05/14/2013	LCSET-4909	03/20/2014	TruSeq.v1	RNASEQ		0.958802	385976	0.981747	NA	0.962992	0.784795	NA	18233	1	NA	76	NA	0.00239205	100	0	84931500	0.0170281	162448	88195500	13296600	NA	18239	42153800	NA	NA	0	0.196953	0.962992	0.755751	84931500	0.00437273	19800100	130756000	20087200	135	20102700	21973900	0.00337808	20144300	50.0516	0.00184191	0.967181	NA	0	50.3599
GTEX-117XS-0001-SM-58Q7J	NA	B1	NA	Blood	Whole Blood	0013756	802	NA	BP-38920	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/13/2013	LCSET-4574	01/15/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117XS-0001-SM-5DWSE	NA	B1	NA	Blood	Whole Blood	0013756	802	NA	BP-38920	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/13/2013	GTEx_OM25_Dec_01	01/29/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117XS-0001-SM-6WBTA	NA	B1	NA	Blood	Whole Blood	0013756	802	NA	BP-38920	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/13/2013	LCSET-6056	09/21/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117XS-0005-SM-5PNU6	NA	B1	6.4	Blood	Whole Blood	0013756	802	NA	BP-38943	RNA isolation_PAXgene Blood RNA (Manual)	05/14/2013	LCSET-4917	03/27/2014	TruSeq.v1	RNASEQ		0.960674	371056	0.978298	NA	0.962396	0.807746	NA	16519	1	NA	76	NA	0.00234312	95	0	64754000	0.0200178	230282	67284100	7022840	NA	16521	32194100	NA	NA	0	0.170553	0.962396	0.777371	64754000	0.00406583	15207900	110752000	15334700	113	15306800	16862100	0.00320293	15368000	50.0999	0.00342253	0.964118	NA	0	50.2075
GTEX-117XS-0426-SM-5GZZN	1	B1	6.6	Blood Vessel	Artery - Aorta	0001496	857	597	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	09/19/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.989492	247390	0.974589	NA	0.992163	0.803101	NA	21537	1	NA	76	NA	0.00219702	167	0	78547800	0.0249858	222363	79168300	9981430	NA	21553	39041400	NA	NA	0	0.171488	0.992163	0.796807	78547800	0.00349298	16856500	7170830	17029900	181	17044300	14157700	0.00284326	17047900	50.0052	0.00280874	0.994833	NA	0	50.2559
GTEX-117XS-0726-SM-5H131	1	B1	6.9	Heart	Heart - Atrial Appendage	0006631	862	592	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	09/19/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.990133	197718	0.976823	NA	0.992974	0.821585	NA	21590	1	NA	76	NA	0.00235159	155	0	69281400	0.0229838	2573740	69771700	8956100	NA	21608	34469600	NA	NA	0	0.155239	0.992974	0.815812	69281400	0.00369097	15249400	11187500	15036100	195	15051200	8149240	0.00301937	15409000	50.5872	0.036888	0.995815	NA	0	49.6478
GTEX-117YW-0003-SM-58Q99	NA	B1	NA	Blood	Whole Blood	0013756	771	NA	BP-38948	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/14/2013	LCSET-4574	01/20/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117YW-0003-SM-5DWRD	NA	B1	NA	Blood	Whole Blood	0013756	771	NA	BP-38948	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/14/2013	GTEx_OM25_Dec_01	01/29/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117YW-0003-SM-6WBSY	NA	B1	NA	Blood	Whole Blood	0013756	771	NA	BP-38948	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/14/2013	LCSET-6056	09/21/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117YW-0005-SM-5NQ8Z	NA	B1	8.5	Blood	Whole Blood	0013756	771	NA	BP-38943	RNA isolation_PAXgene Blood RNA (Manual)	05/14/2013	LCSET-4906	03/22/2014	TruSeq.v1	RNASEQ		0.976598	363381	0.978813	NA	0.978503	0.780731	NA	18582	1	NA	76	NA	0.00247853	109	0	78340800	0.0199449	202166	80061900	7282880	NA	18593	38974800	NA	NA	0	0.198082	0.978503	0.763948	78340800	0.0037221	17983200	105671000	18467000	133	18459600	18771500	0.0030991	18145600	49.5711	0.00252512	0.980408	NA	0	50.6636
GTEX-117YW-0226-SM-5N9CM	1	B1	6.5	Blood Vessel	Artery - Aorta	0001496	815	710	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	09/26/2013	LCSET-4904	03/22/2014	TruSeq.v1	RNASEQ		0.988966	208302	0.969172	NA	0.989807	0.77849	NA	22587	1	NA	76	NA	0.00297243	164	0	80020600	0.0304643	158789	80844600	3766410	NA	22609	39805100	NA	NA	0	0.190683	0.989807	0.770554	80020600	0.00360991	17108100	8775380	17192400	179	17118200	13547300	0.0032909	17253900	50.1974	0.00196413	0.990647	NA	0	50.1228
GTEX-117YW-0326-SM-5N9CY	0	B1	5.7	Heart	Heart - Left Ventricle	0006566	816	709	BP-43989	RNA Extraction from Paxgene-derived Lysate Plate Based	09/26/2013	LCSET-4904	03/22/2014	TruSeq.v1	RNASEQ		0.99057	150503	0.984444	NA	0.991893	0.832867	NA	20097	1	NA	76	NA	0.00273222	264	0	73256300	0.0154486	4591430	73855000	3365560	NA	20106	36478500	NA	NA	0	0.151577	0.991893	0.826115	73256300	0.0033926	16277200	26949300	16371900	276	16274500	5203620	0.00306197	16464800	50.2906	0.0621681	0.993217	NA	0	50.1451
GTEX-117YW-0426-SM-5GZZZ	1	B1	5.8	Heart	Heart - Atrial Appendage	0006631	817	708	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	09/19/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.986906	141936	0.98729	NA	0.990119	0.837394	NA	19840	1	NA	76	NA	0.00207371	366	0	88270200	0.0126497	7453020	89151100	11220600	NA	19846	43920200	NA	NA	0	0.149896	0.990119	0.829121	88270200	0.00347058	19820600	44775600	18947000	387	18907300	3958340	0.00276988	20131900	51.5684	0.0835999	0.993333	NA	0	48.8733
GTEX-117YW-2726-SM-5GZZT	1	B1	7.7	Blood Vessel	Artery - Tibial	0007610	984	541	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	09/12/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.989656	216808	0.977663	NA	0.992479	0.843979	NA	22809	1	NA	76	NA	0.00200431	174	0	71677600	0.0220166	341268	72220700	8866700	NA	22827	35638800	NA	NA	0	0.133684	0.992479	0.837632	71677600	0.0035739	15431300	6629540	15555600	172	15574100	14292200	0.00278687	15610600	50.0586	0.00472535	0.995302	NA	0	50.2005
GTEX-117YX-0001-SM-5DU4O	NA	B1	NA	Blood	Whole Blood	0013756	-104	NA	BP-38957	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/14/2013	LCSET-4834	02/16/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117YX-0001-SM-7DRQ6	NA	B1	NA	Blood	Whole Blood	0013756	-104	NA	BP-38957	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/14/2013	LCSET-6341	01/12/2015	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-117YX-0626-SM-5EGJI	1	B1	7.9	Heart	Heart - Atrial Appendage	0006631	90	716	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/08/2013	LCSET-4766,LCSET-4797	02/11/2014	TruSeq.v1	RNASEQ		0.988401	278995	0.983418	NA	0.992099	0.852696	NA	22021	1	NA	76	NA	0.0020182	269	0	91654100	0.0162868	1958200	92384000	8810480	NA	22036	45566600	NA	NA	0	0.130722	0.992099	0.845959	91654100	0.00297344	19613700	20404300	19671800	268	19584400	15585700	0.00249404	19989600	50.512	0.0211963	0.995797	NA	0	50.0739
GTEX-117YX-1126-SM-5H128	1	B1	8.1	Heart	Heart - Left Ventricle	0006566	102	704	BP-43783	RNA Extraction from Paxgene-derived Lysate Plate Based	09/19/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.992719	166997	0.987854	NA	0.99445	0.8684	NA	19430	1	NA	76	NA	0.00238139	266	0	82820800	0.0118889	1713180	83283000	10168200	NA	19435	41274500	NA	NA	0	0.119454	0.99445	0.86358	82820800	0.00327135	18348700	20465100	17998200	263	17886700	13066100	0.0028256	18607300	50.9873	0.0205706	0.996181	NA	0	49.5178
GTEX-117YX-1726-SM-5GZZS	0	B1	7.9	Blood Vessel	Artery - Coronary	0001621	115	691	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	09/12/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.99171	246204	0.977965	NA	0.993718	0.844307	NA	23528	1	NA	76	NA	0.0021161	208	0	87718000	0.0216033	407094	88272500	10818600	NA	23551	43679500	NA	NA	0	0.133658	0.993718	0.839003	87718000	0.00305394	19568500	7971180	19713600	234	19757400	19085500	0.00258407	19696300	49.9226	0.00461179	0.995727	NA	0	50.1847
GTEX-117YX-2626-SM-5EQ53	1	B1	7.1	Blood Vessel	Artery - Tibial	0007610	151	655	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/08/2013	LCSET-4767	02/09/2014	TruSeq.v1	RNASEQ		0.990061	230748	0.977018	NA	0.993265	0.839483	NA	21007	1	NA	76	NA	0.00196716	170	0	73438700	0.0225549	267078	73936700	9219370	NA	21022	36511300	NA	NA	0	0.137535	0.993265	0.833829	73438700	0.00297689	15813000	5797560	15960400	175	15979800	14315200	0.0024704	16015900	50.0565	0.00361225	0.996469	NA	0	50.2319
GTEX-1192W-0001-SM-58Q7T	NA	B1	NA	Blood	Whole Blood	0013756	645	NA	BP-39104	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/17/2013	LCSET-4574	01/15/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-1192W-0001-SM-5DWSN	NA	B1	NA	Blood	Whole Blood	0013756	645	NA	BP-39104	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/17/2013	GTEx_OM25_Dec_01	01/28/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-1192W-0001-SM-6WBTI	NA	B1	NA	Blood	Whole Blood	0013756	645	NA	BP-39104	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/17/2013	LCSET-6056	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-1192W-0005-SM-5NQBQ	NA	B1	8	Blood	Whole Blood	0013756	645	NA	BP-39103	RNA isolation_PAXgene Blood RNA (Manual)	05/17/2013	LCSET-4907	03/21/2014	TruSeq.v1	RNASEQ		0.955354	451704	0.977321	NA	0.958825	0.78972	NA	18463	1	NA	76	NA	0.00264578	105	0	84174000	0.0215172	219172	87788700	13710600	NA	18474	41818800	NA	NA	0	0.187601	0.958825	0.757203	84174000	0.00611466	19467100	134446000	19748900	136	19780500	21698800	0.00437395	19743300	49.9529	0.00249659	0.962296	NA	0	50.3593
GTEX-1192W-0226-SM-5EGGT	1	B1	6.8	Heart	Heart - Atrial Appendage	0006631	675	635	BP-44460	RNA Extraction from Paxgene-derived Lysate Plate Based	10/08/2013	LCSET-4764	02/09/2014	TruSeq.v1	RNASEQ		0.982614	160140	0.978549	NA	0.98742	0.823487	NA	21983	1	NA	76	NA	0.00254922	120	0	66543700	0.0212126	1821930	67391500	9468680	NA	21998	33040200	NA	NA	0	0.155062	0.98742	0.813128	66543700	0.00578305	14397900	10102400	14235100	163	14265300	9557280	0.00415826	14645400	50.6574	0.0270351	0.992226	NA	0	49.7157
GTEX-1192X-0004-SM-58Q7Q	NA	B1	NA	Blood	Whole Blood	0013756	757	NA	BP-39104	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/17/2013	LCSET-4574	01/15/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-1192X-0004-SM-5DWSK	NA	B1	NA	Blood	Whole Blood	0013756	757	NA	BP-39104	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/17/2013	GTEx_OM25_Dec_01	01/28/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-1192X-0004-SM-6WBTF	NA	B1	NA	Blood	Whole Blood	0013756	757	NA	BP-39104	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/17/2013	LCSET-6056	09/22/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-1192X-0005-SM-5NQC3	NA	B1	8.3	Blood	Whole Blood	0013756	757	NA	BP-39103	RNA isolation_PAXgene Blood RNA (Manual)	05/17/2013	LCSET-4907	03/21/2014	TruSeq.v1	RNASEQ		0.943029	266960	0.987234	NA	0.945071	0.822573	NA	14522	1	NA	76	NA	0.0026588	96	0	99721600	0.00926193	54377	105518000	14498900	NA	14522	49516900	NA	NA	0	0.164661	0.945071	0.77739	99721600	0.00571526	24117100	215338000	24512700	150	24458900	31414800	0.00418373	24404200	49.9439	0.000515336	0.947114	NA	0	50.4068
GTEX-1192X-0726-SM-5987R	1	B1	6.5	Heart	Heart - Atrial Appendage	0006631	882	920	BP-44577	RNA Extraction from Paxgene-derived Lysate Plate Based	10/11/2013	LCSET-4417	01/23/2014	TruSeq.v1	RNASEQ		0.986448	271762	0.981798	NA	0.991649	0.843686	NA	21119	1	NA	76	NA	0.00257228	154	0	76336500	0.0179375	1314910	76979300	16297800	NA	21134	37892000	NA	NA	0	0.138112	0.991649	0.836641	76336500	0.00666631	16046000	10805200	15862100	181	15978600	12520500	0.00460856	16275300	50.4598	0.0170813	0.99685	NA	0	49.7119
GTEX-11DXW-0003-SM-58Q7S	NA	C1	NA	Blood	Whole Blood	0013756	1076	NA	BP-39216	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/21/2013	LCSET-4574	01/15/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-11DXW-0003-SM-5DWSM	NA	C1	NA	Blood	Whole Blood	0013756	1076	NA	BP-39216	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/21/2013	GTEx_OM25_Dec_01	01/28/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-11DXW-0006-SM-5NQ7Y	NA	C1	8.5	Blood	Whole Blood	0013756	1076	NA	BP-39145	RNA isolation_PAXgene Blood RNA (Manual)	05/20/2013	LCSET-4906	03/22/2014	TruSeq.v1	RNASEQ		0.988585	841985	0.959728	NA	0.990252	0.765478	NA	20098	1	NA	76	NA	0.00240676	127	0	74933500	0.0397575	202834	75671200	5847730	NA	20110	37299600	NA	NA	0	0.19425	0.990252	0.758016	74933500	0.00358549	16561600	58950600	16888600	141	16885700	15535300	0.00299513	16712200	49.7419	0.00268047	0.991919	NA	0	50.4888
GTEX-11DXW-0526-SM-5H127	1	C1	7.8	Blood Vessel	Artery - Tibial	0007610	1096	1342	BP-43507	RNA Extraction from Paxgene-derived Lysate Plate Based	09/12/2013	LCSET-4805	02/27/2014	TruSeq.v1	RNASEQ		0.990906	246129	0.975706	NA	0.993114	0.844744	NA	21239	1	NA	76	NA	0.00194667	165	0	76325600	0.0238893	358020	76854900	9225580	NA	21250	37974500	NA	NA	0	0.130962	0.993114	0.838926	76325600	0.00330044	16261500	5996940	16400400	183	16379300	15028700	0.00262205	16448300	50.1052	0.00465839	0.995322	NA	0	50.2126
GTEX-11DXX-0004-SM-58Q7I	NA	B1	NA	Blood	Whole Blood	0013756	-32	NA	BP-39216	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/21/2013	LCSET-4574	01/15/2014	Standard Exome Sequencing v3 (ICE)	WES		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-11DXX-0004-SM-5DWSD	NA	B1	NA	Blood	Whole Blood	0013756	-32	NA	BP-39216	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/21/2013	GTEx_OM25_Dec_01	01/29/2014	Illumina OMNI SNP Array	OMNI		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-11DXX-0004-SM-6WBT9	NA	B1	NA	Blood	Whole Blood	0013756	-32	NA	BP-39216	DNA isolation_Whole Blood_QIAGEN Puregene (Manual)	05/21/2013	LCSET-6056	09/21/2014	PCR+ 30x Coverage WGS v2 (HiSeqX)	WGS		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GTEX-11DXX-0005-SM-5NQ8B	NA	B1	8.6	Blood	Whole Blood	0013756	-32	NA	BP-39145	RNA isolation_PAXgene Blood RNA (Manual)	05/20/2013	LCSET-4906	03/22/2014	TruSeq.v1	RNASEQ		0.988389	787748	0.953893	NA	0.990389	0.801782	NA	18412	1	NA	76	NA	0.00237965	123	0	74607400	0.045544	388777	75331500	5634430	NA	18420	37131500	NA	NA	0	0.152112	0.990389	0.794076	74607400	0.00359183	16319500	49476900	16475700	147	16477200	15621000	0.00298452	16481400	50.0064	0.00516088	0.992389	NA	0	50.238
GTEX-11DXX-0326-SM-5PNWC	0	B1	7.8	Heart	Heart - Left Ventricle	0006566	86	527	BP-43956	RNA Extraction from Paxgene-derived Lysate Plate Based	09/25/2013	LCSET-4917	03/27/2014	TruSeq.v1	RNASEQ		0.990328	217185	0.985158	NA	0.992021	0.851739	NA	19635	1	NA	76	NA	0.00210819	270	0	80426400	0.0146458	2039260	81073300	7469100	NA	19643	40074100	NA	NA	0	0.133419	0.992021	0.844942	80426400	0.00305209	17488400	30048200	17635800	269	17477300	11718500	0.00257933	17775500	50.423	0.0251533	0.993713	NA	0	50.2098
